시도,선거구명,사진,기호,소속정당명,성명(한자),성별,생년월일(연령),주소,직업,학력,경력,재산신고액(천원),병역신고사항(본인),납세실적(천원)-납부액,납세실적(천원)-최근5년간체납액,납세실적(천원)-현체납액,전과기록유무(건수),입후보횟수,공약링크,나이,생년원일
경기도,고양시병,nan,8,국가혁명배당금당,정재우(鄭在佑),남,1961.02.01(59세),경기도 고양시 일산동구 문봉길,건설업,미기재,(현)원릉중기 대표,150000,군복무를 마치지 아니한 사람,2672,618,0,3건,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136105,59세,1961.02.01
경기도,고양시정,nan,1,더불어민주당,이용우(李龍雨),남,1964.02.01(56세),경기도 고양시 일산서구 킨텍스로,정당인,서울대학교 대학원 졸업(경제학박사),(전)한국카카오은행 공동대표(현)더불어민주당 규제혁신특별위원회 위원장,3881986,군복무를 마친사람,513958,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137309,56세,1964.02.01
경기도,고양시정,nan,2,미래통합당,김현아(金炫我),여,1969.08.19(50세),경기도 고양시 일산서구 일현로,국회의원,경원대학교 대학원 도시계획학과 졸업(공학박사),(현)제20대 국회의원(현)미래통합당 원내대변인,2392037,해당없음(비대상),48784,0,0,없음,1회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136942,50세,1969.08.19
경기도,고양시정,nan,7,국가혁명배당금당,고복자(高福子),여,1960.01.15(60세),경기도 고양시 일산동구 성현로528번길,마을버스 운전기사,미기재,(현)남정여객 마을버스 운전기사,107000,해당없음(비대상),3045,0,0,1건,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137321,60세,1960.01.15
경기도,고양시정,nan,8,기본소득당,신지혜(申智惠),여,1987.10.22(32세),경기도 고양시 덕양구 원흥1로,정당인,이화여자대학교 사회학과 졸업(복수전공 : 여성학),(현)기본소득당 경기도당 상임위원장(현)기본소득한국네트워크 이사,32278,해당없음(비대상),10718,0,0,없음,3회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137691,32세,1987.10.22
경기도,의왕시과천시,nan,1,더불어민주당,이소영(李素永),여,1985.02.10(35세),경기도 의왕시 백운중앙로,변호사,서울대학교 대학원 수료(법학과 석사과정),(전)대통령직속 국가기후환경회의 저감위원회 전문위원(전)김앤장 법률사무소 변호사,631827,해당없음(비대상),158080,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137284,35세,1985.02.10
경기도,의왕시과천시,nan,2,미래통합당,신계용(申桂容),여,1963.08.18(56세),경기도 과천시 부림4길,정당인,서울대학교 행정대학원 졸업(행정학 석사),(전)청와대 행정관(전)과천시장,768787,해당없음(비대상),31474,0,0,없음,3회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135239,56세,1963.08.18
경기도,의왕시과천시,nan,3,민생당,김성제(金成濟),남,1960.03.10(60세),경기도 의왕시 백운중앙로,정당인,서울대학교 대학원 졸업(행정학 박사),(전)국토해양부 서기관(전)민선 5기 및 6기 의왕시장,957389,군복무를 마친사람,29214,0,0,없음,3회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100134664,60세,1960.03.10
경기도,의왕시과천시,nan,6,정의당,황순식(黃淳植),남,1977.12.15(42세),경기도 과천시 별양로,정당인,서울대학교 자연과학부(해양학 전공) 졸업,(전)과천시의회 의장(현)정의당 서민주거안정특별위원회 위원장,32178,군복무를 마친사람,1429,0,0,없음,2회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135363,42세,1977.12.15
경기도,구리시,nan,1,더불어민주당,윤호중(尹昊重),남,1963.03.27(57세),경기도 구리시 건원대로,국회의원,서울대학교 철학과 졸업,(현)제20대 구리시 국회의원(현)더불어민주당 사무총장,1687940,군복무를 마치지 아니한 사람,51549,0,0,1건,5회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136733,57세,1963.03.27
경기도,구리시,nan,2,미래통합당,나태근(羅泰釿),남,1975.07.31(44세),경기도 구리시 갈매중앙로,법무법인 태신 변호사,서울대학교 지구환경시스템공학부 졸업,(전)국가정보원 사이버안보 정책기획담당관(전)국회의원 비서관,97755,군복무를 마친사람,1741,0,0,1건,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135683,44세,1975.07.31
경기도,구리시,nan,7,우리공화당,강태성(姜泰成),남,1965.12.10(54세),경기도 구리시 갈매중앙로,정당인,상지대학교 축산학과 졸업,(현) 우리공화당 중소기업대책공동위원장,263680,군복무를 마친사람,4240,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136671,54세,1965.12.10
경기도,구리시,nan,8,국가혁명배당금당,정지인(鄭智仁),남,1977.08.22(42세),경기도 구리시 원수택로12번길,보험설계사,신흥대학(현 신한대학교) 행정과 졸업,(현)프라임에셋(주)팀장(전)메리츠화재FC,105101,군복무를 마친사람,627,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135617,42세,1977.08.22
경기도,남양주시갑,nan,1,더불어민주당,조응천(趙應天),남,1962.09.17(57세),경기도 남양주시 호평로,국회의원,서울대학교 법과대학 공법학과 졸업,(현)남양주시갑 국회의원(전)청와대 공직기강비서관,3864151,군복무를 마친사람,213068,0,0,없음,1회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137049,57세,1962.09.17
경기도,남양주시갑,nan,2,미래통합당,심장수(沈璋壽),남,1951.06.25(68세),경기도 남양주시 호평로,변호사,서울대학교 대학원 졸업(법학석사),(전)자유한국당 남양주(갑) 당협위원장(현)법무법인북부합동 대표변호사,4814096,군복무를 마친사람,137941,0,0,없음,2회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100134672,68세,1951.06.25
경기도,남양주시갑,nan,3,민생당,이인희(李仁熙),남,1971.08.16(48세),경기도 남양주시 천마산로,정당인,명지대학교 대학원 졸업(행정학 박사),(현)민생당 중앙당 최고위원(전)바른미래당 남양주시장 후보,2088717,군복무를 마친사람,15228,0,0,없음,2회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137279,48세,1971.08.16
경기도,남양주시갑,nan,7,우리공화당,송영진(宋泳振),남,1960.07.23(59세),경기도 남양주시 호평로68번길,정당인,방송통신대학 관광학과 재학중,(전) 대한애국당 남양주시장 후보(현) 우리공화당 대외협력실장,20000,군복무를 마친사람,666,0,0,5건,1회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137145,59세,1960.07.23
경기도,남양주시갑,nan,8,국가혁명배당금당,한명선(韓明善),남,1947.10.05(72세),경기도 남양주시 화도읍 비룡로116번길,정당인,부산고등학교졸업,(전) 목사(현) 총재 특별보좌관,50500,군복무를 마친사람,22122,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136541,72세,1947.10.05
경기도,남양주시을,nan,1,더불어민주당,김한정(金漢正),남,1963.09.06(56세),경기도 남양주시 별내3로,국회의원,서울대학교 국제경제학과 졸업,(현)제20대 국회의원(전)청와대 제1부속실장(김대중 대통령),1130910,군복무를 마치지 아니한 사람,24852,0,0,1건,2회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137031,56세,1963.09.06
경기도,남양주시을,nan,2,미래통합당,김용식(金勇植),남,1987.08.26(32세),경기도 남양주시 진접읍 해밀예당1로,정당인,성균관대학교 대학원 법학과 2학기 휴학(석사과정),(전) 자유한국당 노원병 당협위원장(전)자유한국당 2020경제대전환위원회 위원,82674,군복무를 마친사람,1025,0,0,1건,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137519,32세,1987.08.26
경기도,남양주시을,nan,7,국가혁명배당금당,하도겸(河道兼),남,1973.07.27(46세),경기도 남양주시 사릉로26번길,한의사,경원대학교(현 가천대학교) 대학원 졸업(한의학 박사),(전)대한한의사협회 중앙대의원(현)겸 한의원 원장,394735,군복무를 마친사람,74373,0,0,3건,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136095,46세,1973.07.27
경기도,남양주시을,nan,8,무소속,이석우(李錫雨),남,1948.03.03(72세),경기도 남양주시 진접읍 금강로,경복대학교 석좌교수,연세대학교 행정대학원 졸업(행정학 석사),"(전)민선 4,5,6대 남양주시장(전)경기도청 행정2부지사",2293694,군복무를 마친사람,87333,242,0,없음,3회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135480,72세,1948.03.03
경기도,남양주시병,nan,1,더불어민주당,김용민(金容民),남,1976.06.05(43세),경기도 남양주시 도농로,변호사,한국과학기술원(KAIST) 대학원 졸업 (공학석사),(전)법무부 2기 법무검찰개혁위원회 위원(전)한양대학교 법학전문대학원 겸임교수,679092,군복무를 마친사람,116248,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137071,43세,1976.06.05
경기도,남양주시병,nan,2,미래통합당,주광덕(朱光德),남,1960.07.26(59세),경기도 남양주시 도농로,국회의원,고려대학교 법학과 졸업,"(현)제18대, 제20대 국회의원(현)미래통합당 전략본부장",1965996,군복무를 마친사람,55463,0,0,없음,4회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137282,59세,1960.07.26
경기도,남양주시병,nan,6,정의당,장형진(張炯辰),남,1990.08.20(29세),경기도 남양주시 도농로,대학원생,가천대학교 대학원 도시계획학과 재학중(석사과정),(현)가천대 도시혁신연구실 연구원,2413168,군복무를 마치지 아니한 사람,139007,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136752,29세,1990.08.20
경기도,남양주시병,nan,7,국가혁명배당금당,전채희(全採禧),여,1958.01.10(62세),경기도 남양주시 호평로,J헤어디자인하우스 대표,서경대학교 미용예술대학원 졸업(미용예술학 석사),(현)미용장(국가기능장)(현)국가혁명배당금당 당대표 특별보좌관,179973,해당없음(비대상),37406,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136568,62세,1958.01.10
경기도,오산시,nan,1,더불어민주당,안민석(安敏錫),남,1966.08.13(53세),경기도 오산시 수목원로,제20대 국회의원,"미국 노던콜로라도 대학교대학원 졸업(교육학박사, 1990.9.~1993.5)",(전)제19대 대선 문재인후보 선대위 직능본부장(현)제20대 국회의원(국회 문화체육관광위원장),1304609,군복무를 마친사람,66500,0,0,1건,4회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137506,53세,1966.08.13
경기도,오산시,nan,2,미래통합당,최윤희(崔潤喜),남,1954.06.06(65세),경기도 오산시 수청로,한양대학교 특훈교수,경남대학교 대학원 수료(정치외교학 박사과정),(전)합동참모본부 의장(전)해군참모총장,1315983,군복무를 마친사람,27645,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137215,65세,1954.06.06
경기도,오산시,nan,3,민생당,이규희(李圭熙),남,1973.08.18(46세),경기도 오산시 오산로160번길,경희대학교 아트퓨전디자인대학원 겸임교수,단국대학교 대학원 재학중(문화예술학과 박사과정),(전) 강동대학교 방송영상미디어학과 겸임교수(전) 바른미래당 디지털소통특별위원장,192870,군복무를 마친사람,2214,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136939,46세,1973.08.18
경기도,시흥시갑,nan,1,더불어민주당,문정복(文貞福),여,1967.01.10(53세),경기도 시흥시 은행로,정당인,이화여자대학교 정책과학대학원 재학중(정책과학과 석사학위과정),(전)청와대 대통령 비서실 선임행정관(전)백원우국회의원 보좌관,425251,해당없음(비대상),13310,0,0,없음,2회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135209,53세,1967.01.10
경기도,시흥시갑,nan,2,미래통합당,함진규(咸珍圭),남,1959.08.13(60세),경기도 시흥시 새재로,국회의원,고려대학교 대학원 수료(법학과 박사과정),(전)자유한국당 정책위의장(현)제19대~제20대 국회의원,234546,군복무를 마친사람,49847,0,0,없음,6회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137203,60세,1959.08.13
경기도,시흥시갑,nan,6,정의당,양범진(梁氾鎭),남,1974.09.20(45세),경기도 시흥시 복지로,정당인,경기대학교 정치전문대학원 졸업(정치학 석사),(현)정의당 심상정 대표 정책특보(현)정의당 민생본부 부본부장,1562982,군복무를 마친사람,33317,0,0,1건,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135380,45세,1974.09.20
경기도,시흥시갑,nan,7,국가혁명배당금당,홍석준(洪碩晙),남,1992.01.02(28세),경기도 양주시 장흥면 권율로309번길,유튜브 크리에이터,동탄고등학교 졸업,(전)배달 아르바이트 1년(전) 일일근로노동직 1년 6개월,90000,군복무를 마친사람,42163,24123,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137323,28세,1992.01.02
경기도,시흥시을,nan,1,더불어민주당,조정식(趙正湜),남,1963.12.25(56세),경기도 시흥시 함송로29번길,국회의원,연세대학교 행정대학원 졸업(행정학 석사),(전)제20대 국회 전반기 국토교통위원회 위원장(현)더불어민주당 정책위원회 의장,1030113,군복무를 마친사람,56654,0,0,1건,4회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137422,56세,1963.12.25
경기도,시흥시을,nan,2,미래통합당,김승(金陹),남,1976.11.11(43세),경기도 시흥시 서울대학로264번길,정당인,고려대학교 대학원 졸업(정치학 석사),(전)통일부장관 정책보좌관(현)한국국방안보포럼 연구위원,2074720,군복무를 마친사람,10612,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137636,43세,1976.11.11
경기도,시흥시을,nan,7,국가혁명배당금당,이창희(李昌熙),남,1971.03.23(49세),경기도 시흥시 군자로487번길,자영업,한국방송통신대학교 법학과 1학년 재학중,미기재,-25015,군복무를 마치지 아니한 사람,2100,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136158,49세,1971.03.23
경기도,군포시,nan,1,더불어민주당,이학영(李學永),남,1952.04.16(68세),경기도 군포시 산본로432번길,국회의원,전남대학교 일반대학원 박사과정 수료(NGO협동과정),(현)군포시을 더불어민주당 국회의원(전)한국YMCA 전국연맹 사무총장,2273997,군복무를 마치지 아니한 사람,55625,0,0,3건,2회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137486,68세,1952.04.16
경기도,군포시,nan,2,미래통합당,심규철(沈揆喆),남,1958.03.27(62세),경기도 군포시 용호2로54번길,변호사,서울대학교 법학과 졸업,(전)제16대 국회의원(현)법무법인 에이펙스 변호사,1644360,군복무를 마친사람,24072,0,0,없음,6회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100134704,62세,1958.03.27
경기도,군포시,nan,7,민중당,김도현(金道鉉),여,1990.01.24(30세),경기도 안산시 상록구 창말2길,시민단체 활동가,성결대학교 사회복지학과 졸업,(현)군포청년회 회장(현)군포청년협의체 주거분과 위원,-12991,해당없음(비대상),96,0,0,없음,1회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136595,30세,1990.01.24
경기도,하남시,nan,1,더불어민주당,최종윤(崔種允),남,1966.02.27(54세),경기도 하남시 대청로116번길,더불어민주당 하남지역위원회 위원장,고려대학교 노어노문학과 졸업,(전)서울특별시 정무수석 비서관(전)단국대학교 겸임교수,2891400,군복무를 마친사람,2838,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100134652,54세,1966.02.27
경기도,하남시,nan,2,미래통합당,이창근(李昌根),남,1974.10.15(45세),경기도 하남시 덕풍북로,연구원,서울대학교 대학원 졸업(경제학 박사),(전)서울대 연구부교수(신소재공동연구소)(현)서울대 객원 연구원(농업생명과학연구원),1775814,군복무를 마친사람,15309,0,0,1건,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100134662,45세,1974.10.15
경기도,하남시,nan,7,국가혁명배당금당,박영순(朴永順),여,1968.02.12(52세),강원도 횡성군 횡성읍 섬강로,주부,전주여자상업고등학교 졸업,미기재,66900,해당없음(비대상),381,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137363,52세,1968.02.12
경기도,하남시,nan,8,무소속,이현재(李賢在),남,1949.04.25(70세),경기도 하남시 대청로116번길,국회의원,건국대학교 대학원 졸업(경영학 박사),(전)자유한국당 정책위의장(현)제20대 국회의원,1318651,군복무를 마치지 아니한 사람,90089,0,0,없음,3회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136476,70세,1949.04.25
경기도,용인시갑,nan,1,더불어민주당,오세영(吳世永),남,1968.01.25(52세),경기도 용인시 처인구 모현읍 문현로,정당인,단국대학교 행정법무대학원 졸업(행정학 석사),"(현)더불어민주당 정책위원회 부의장(전)제8,9대 경기도의회의원",1030200,군복무를 마친사람,16724,0,0,1건,3회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100134591,52세,1968.01.25
경기도,용인시갑,nan,2,미래통합당,정찬민(鄭燦敏),남,1958.05.16(61세),경기도 용인시 처인구 남사면 한숲로,정당인,경희대학교 테크노경영대학원 졸업(경영학석사),(전)7대 용인시장(전)중앙일보 수도권 취재본부장,1946030,군복무를 마친사람,92723,0,0,없음,3회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100134574,61세,1958.05.16
경기도,용인시갑,nan,7,국가혁명배당금당,정이주(鄭二珠),남,1977.02.27(43세),서울특별시 동작구 상도로50길,드럼강사,단국대학교 자연과학부(분자생물학 전공) 졸업,(전)(주)창의와탐구 교육개발팀 연구원(현)레슨몬스터 대표,10386,군복무를 마친사람,540,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136104,43세,1977.02.27
경기도,용인시을,nan,1,더불어민주당,김민기(金敏基),남,1966.04.28(53세),경기도 용인시 기흥구 한보라2로,국회의원,고려대학교 농업경제학과 졸업,(현)제19·20대 용인시을 국회의원(현)국회 정보위원장,417408,군복무를 마친사람,35864,0,0,없음,3회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137311,53세,1966.04.28
경기도,용인시을,nan,2,미래통합당,이원섭(李沅燮),남,1975.05.19(44세),경기도 용인시 기흥구 흥덕1로79번길,금융인,고려대학교 경영전문대학원 졸업(경영학석사),(전)외환은행(현 하나은행) 외환딜러(전)새로운한국을위한국민운동 용인지부 사무처장,614793,군복무를 마친사람,36471,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137470,44세,1975.05.19
경기도,용인시을,nan,3,민생당,김해곤(金海坤),남,1954.09.16(65세),경기도 용인시 수지구 성복2로76번길,효성씨앤디 컨설팅 대표,단국대학교 대학원 졸업(경영학박사),(전)바른미래당 이천지역위원장(현)효성씨앤디 컨설팅 대표,371000,군복무를 마친사람,69530,29541,0,3건,2회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137761,65세,1954.09.16
경기도,용인시을,nan,7,국가혁명배당금당,최준혁(崔竣赫),남,1973.07.29(46세),경기도 용인시 기흥구 용구대로,자영업컨설팅,"미국 롱아일랜드대학교 경영대학 비즈니스스쿨 학부졸업(1995.01.~2002.05., 이학사)",(전)자영업,-222,군복무를 마친사람,122,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136268,46세,1973.07.29
경기도,용인시병,nan,1,더불어민주당,정춘숙(鄭春淑),여,1964.01.08(56세),경기도 용인시 수지구 수지로342번길,제20대 비례대표 국회의원,강남대학교 사회복지전문대학원 졸업(사회복지학 박사),(현)제20대 국회 더불어민주당 원내대변인(현)더불어민주당 코로나19 국난극복위원회 돌봄교육TF단장,950486,해당없음(비대상),46063,0,0,1건,1회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136326,56세,1964.01.08
경기도,용인시병,nan,2,미래통합당,이상일(李相逸),남,1961.10.31(58세),경기도 용인시 수지구 성복2로,교수,서울대학교 무역학과(현 경제학부) 졸업,(전)국회의원(현)단국대학교 보건복지대학(구 공공인재대학) 석좌교수,2986545,군복무를 마친사람,48404,0,0,없음,2회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136491,58세,1961.10.31
경기도,용인시병,nan,7,국가혁명배당금당,서연우(徐衍右),남,1956.08.03(63세),경기도 광주시 오포읍 문형새솔길,트럼프 공인중개사사무소 실장,서울시립대학교 산업대학원 환경원예학과 졸업(이학석사),(현)트럼프 공인중개사사무소 실장,652400,군복무를 마친사람,10810,18175,109,5건,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137122,63세,1956.08.03
경기도,용인시정,nan,1,더불어민주당,이탄희(李誕熙),남,1978.11.03(41세),경기도 용인시 기흥구 연원로42번길,변호사,"미국 하버드대학교 졸업(법학 석사과정, 2014. 08.~2015. 05., 법학 석사)",(전) 서울중앙지방법원 판사(전) 공익인권법재단 공감 소속변호사,1001401,군복무를 마친사람,233412,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137192,41세,1978.11.03
경기도,용인시정,nan,2,미래통합당,김범수(金範壽),남,1973.05.21(46세),경기도 용인시 기흥구 동백1로23번길,정당인,"미국 하버드대학교 케네디공공정책대학원 졸업(2006.9.~2008.6., 정책학 석사)","(전) 미래한국 발행인, 대표이사(현) 미래통합당 용인시정 조직위원장",2641000,군복무를 마치지 아니한 사람,25742,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135134,46세,1973.05.21
경기도,용인시정,nan,6,정의당,노경래(盧京來),남,1968.04.28(51세),경기도 용인시 기흥구 사은로,소상공인,"미국 프랫 인스티튜트 졸업(컴퓨터그래픽 학사과정, 1991. 9.~1996. 5., 미술학사)",(현) 정의당 용인시위원회 위원장(현) 용인 시의정감시단 운영위원,1124827,군복무를 마친사람,7805,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137630,51세,1968.04.28
경기도,용인시정,nan,7,민중당,김배곤(金培坤),남,1969.12.17(50세),경기도 용인시 기흥구 신갈로138번길,정치인,명지대학교 화학과 졸업,(현) '용인시대학생반값등록금조례제정' 청구인 대표(전) 무상교복조례제정용인운동본부 공동대표,892314,군복무를 마친사람,1465,0,0,5건,3회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136503,50세,1969.12.17
경기도,용인시정,nan,8,친박신당,김근기(金槿基),남,1960.02.24(60세),경기도 용인시 기흥구 한일로15번길,정당인,동국대학교 행정대학원 졸업(행정학 석사),(전)자유한국당 용인시정 당협위원장(전)자유한국당 경기도당 운영부위원장,607582,군복무를 마친사람,90114,16387,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135886,60세,1960.02.24
경기도,용인시정,nan,9,국가혁명배당금당,박성원(朴聖願),여,1957.09.23(62세),경기도 용인시 수지구 진산로,정당인,미기재,(전) 국민정치혁명연대 수지구 위원장(현) 국가혁명배당금당당대표 특별보좌관,190840,해당없음(비대상),2554,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136333,62세,1957.09.23
경기도,파주시갑,nan,1,더불어민주당,윤후덕(尹厚德),남,1957.01.09(63세),경기도 파주시 가온로,국회의원,연세대학교 경제대학원 공공발전전공 졸업(경제학석사),(현)파주시갑 재선 국회의원(전)노무현 대통령 정책조정비서관,2216703,군복무를 마친사람,125871,0,0,2건,3회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136645,63세,1957.01.09
경기도,파주시갑,nan,2,미래통합당,신보라(申普羅),여,1983.01.07(37세),경기도 파주시 가온로,국회의원,연세대학교 행정대학원 공공정책전공 졸업(정책학석사),(현)제20대 국회의원(현)미래통합당 최고위원,658210,해당없음(비대상),25554,0,0,없음,1회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137524,37세,1983.01.07
경기도,파주시갑,nan,7,국가혁명배당금당,박수연(朴秀涓),여,1965.09.08(54세),경기도 파주시 탄현면 장릉로49번길,시인,서울대학교 역사교육과 졸업,(전)봉화중학교 교사(현)국가혁명배당금당 파주시갑 당협위원장,136000,해당없음(비대상),1610,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135431,54세,1965.09.08
경기도,파주시갑,nan,8,기독자유통일당,김정섭(金廷燮),남,1970.03.10(50세),경기도 파주시 탄현면 여치길,기업인,건국대학교 부동산대학원 졸업(부동산경영관리석사),(현) (주)포에지 코리아 대표(현)사단법인 법치와 자유민주주의 연대(NPK) 이사,592000,군복무를 마친사람,2373,248,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136710,50세,1970.03.10
경기도,파주시을,nan,1,더불어민주당,박정(朴釘),남,1962.11.19(57세),경기도 파주시 월롱면 검바위길,국회의원,서울대학교 대학원 졸업(이학석사),(현)제20대 국회의원(경기 파주시을)(전)제19대 대통령선거 더불어민주당 문재인 후보 중앙선거대책위원회 총괄부본부장,36036210,군복무를 마친사람,3429861,0,0,2건,3회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136668,57세,1962.11.19
